file,site,hole,type,core,section,distance_from_core_top1,mean_greyscale_values1,standard_deviation_of_greyscale_values1,median_of_greyscale_values1,mean_red_values1,standard_deviation_of_red_values1,median_of_red_values1,mean_green_values1,standard_deviation_of_green_values1,median_of_green_values1,mean_blue_values1,standard_deviation_of_blue_values1,median_of_blue_values1,distance_from_core_top2,mean_greyscale_values2,standard_deviation_of_greyscale_values2,median_of_greyscale_values2,mean_red_values2,standard_deviation_of_red_values2,median_of_red_values2,mean_green_values2,standard_deviation_of_green_values2,median_of_green_values2,mean_blue_values2,standard_deviation_of_blue_values2,median_of_blue_values2,Exp,Top depth CSF-B (m),Bottom depth CSF-B (m),top_depth,bot_depth,depth,age,colour
959A30X-4.dat,959,A,X,30,4,93.5,234.94066,72.219248,252,86.373913,25.899436,93,83.125831,25.289916,89,65.440921,21.19259,70,93.5,250.63641,41.594723,254,92.132859,14.105276,94,88.67906,14.223686,90,69.824494,13.431336,71,159,278.468,279.957,304.488,305.977,305.423,21.23384,#5C5845
959A30X-4.dat,959,A,X,30,4,94.5,228.68031,83.205266,251,83.934527,29.811929,92,81.242967,29.250232,89,63.502813,24.313888,69,94.5,252.40227,42.86844,254,92.576204,14.44371,93,89.650992,14.646844,91,70.175071,13.953659,71,159,278.468,279.957,304.488,305.977,305.433,21.23464,#5C5946
959A30X-4.dat,959,A,X,30,4,95.5,230.51407,77.383314,249,84.439386,27.753277,91,81.982609,27.167431,89,64.092072,22.604306,69,95.5,251.06086,38.406721,252,91.924065,12.951083,92,89.258515,13.033762,90,69.87828,12.552448,70,159,278.468,279.957,304.488,305.977,305.443,21.235439999999997,#5B5945
959A30X-4.dat,959,A,X,30,4,96.5,247.88696,83.296071,270,89.702302,29.698698,98,88.201023,29.434016,96,69.983632,24.274735,76,96.5,270.40726,39.336817,274,97.83352,13.285202,99,96.208939,13.548659,97.5,76.364804,12.646034,77,159,278.468,279.957,304.488,305.977,305.453,21.23624,#61604C
959A30X-4.dat,959,A,X,30,4,97.5,237.23478,107.12387,278,85.517136,38.13762,100,83.791304,37.724523,99,67.926343,31.358228,79,97.5,279.12553,44.537369,288,100.5685,14.928058,104,98.592034,15.378679,102,79.964997,14.373048,83,159,278.468,279.957,304.488,305.977,305.463,21.23704,#64624F
959A30X-4.dat,959,A,X,30,4,98.5,204.55857,145.09551,285,73.008696,51.427169,102,71.810742,50.942398,100,59.73913,42.789881,82,98.5,300.0113,50.746396,314,106.98794,17.017421,111,105.34665,17.672838,110,87.676714,16.198018,92,159,278.468,279.957,304.488,305.977,305.473,21.237840000000002,#6A6957
959A30X-4.dat,959,A,X,30,4,99.5,273.90742,95.270579,311,97.24399,33.252166,110,96.503836,33.505272,110,80.159591,28.64138,91,99.5,301.57579,44.565626,314,106.9802,14.954152,111,106.25905,15.499007,111,88.336538,14.317302,92,159,278.468,279.957,304.488,305.977,305.483,21.23864,#6A6A58
959A30X-4.dat,959,A,X,30,4,100.5,272.95908,98.314851,308,97.110997,34.179496,110,96.152941,34.71682,109,79.695141,29.534934,90,100.5,303.09298,44.097261,311,107.66515,14.716081,111,106.81974,15.398716,110,88.6081,14.177603,91,159,278.468,279.957,304.488,305.977,305.493,21.23944,#6B6A58
959A30X-4.dat,959,A,X,30,4,101.5,263.52481,86.057732,288,94.589258,30.078005,103,93.229668,30.321342,102,75.705882,25.82111,82,101.5,285.18778,45.653092,291,102.25167,15.316759,104,100.88944,15.89713,103,82.046667,14.66252,83,159,278.468,279.957,304.488,305.977,305.503,21.24024,#666452
959A30X-4.dat,959,A,X,30,4,102.5,267.30639,100.66841,308,95.106394,34.833085,109,94.314066,35.472459,109,77.885934,30.519584,89,102.5,296.4826,54.827915,313,105.32687,18.255444,111,104.60639,19.247671,111,86.549344,17.565013,91,159,278.468,279.957,304.488,305.977,305.513,21.241039999999998,#696856
959A30X-4.dat,959,A,X,30,4,103.5,281.95601,89.278297,314,100.30179,30.326743,111,99.22046,31.172367,110,82.43376,27.968272,92,103.5,302.24931,53.535516,316,107.33039,17.34816,112,106.32708,18.550793,111,88.591837,17.847155,93,159,278.468,279.957,304.488,305.977,305.523,21.241840000000003,#6B6A58
959A30X-4.dat,959,A,X,30,4,104.5,261.52327,87.875685,296,94.357545,29.594246,106,92.004604,30.810387,105,75.161125,27.614044,85,104.5,280.06267,62.422204,300,100.65668,20.756616,107,98.546312,21.705844,106,80.859678,20.124274,87,159,278.468,279.957,304.488,305.977,305.533,21.24264,#646250
959A30X-4.dat,959,A,X,30,4,105.5,282.46189,67.396624,299,101.32839,22.754589,107,99.846547,23.104187,106,81.286957,21.705529,86,105.5,288.8788,54.782965,301,103.52676,18.33072,108,102.07922,18.611303,106,83.272823,18.026171,87,159,278.468,279.957,304.488,305.977,305.543,21.24344,#676653
959A30X-4.dat,959,A,X,30,4,106.5,288.59437,55.769215,301,102.15192,18.723133,106,101.78875,18.819372,106,84.653708,18.419158,89,106.5,292.51481,46.296168,301,103.4987,15.345353,106,103.12831,15.516628,106,85.887792,15.639018,89,159,278.468,279.957,304.488,305.977,305.553,21.24424,#676755
959A30X-4.dat,959,A,X,30,4,107.5,287.35243,48.522321,296,102.80051,16.466153,106,101.67059,16.399813,105,82.88133,15.803593,85,107.5,289.75891,41.744255,296,103.62932,14.082876,106,102.50439,13.968127,105,83.625194,13.847045,85,159,278.468,279.957,304.488,305.977,305.563,21.24504,#676653
959A30X-4.dat,959,A,X,30,4,108.5,302.79898,37.477813,303,107.91918,12.394183,108,106.46752,12.491895,106,88.412276,12.663136,88,108.5,303.20594,36.037591,303,108.05533,11.906307,108,106.604,12.00557,106,88.546619,12.199641,88,159,278.468,279.957,304.488,305.977,305.573,21.245839999999998,#6C6A58
959A30X-4.dat,959,A,X,30,4,109.5,272.58107,47.754189,280,97.770844,16.094102,100,96.0711,16.186463,99,78.73913,15.55972,81,109.5,275.02326,41.428774,281,98.603101,13.900354,100,96.909561,13.971369,99,79.510594,13.646663,81,159,278.468,279.957,304.488,305.977,305.583,21.246640000000003,#62604F
959A30X-4.dat,959,A,X,30,4,110.5,268.48849,52.474571,278,96.424552,17.606172,100,94.31202,17.870249,98,77.751918,17.14993,81,110.5,273.28132,40.558138,279,98.070981,13.359311,100,95.98382,13.550303,98,79.226514,13.793776,81,159,278.468,279.957,304.488,305.977,305.593,21.24744,#625F4F
959A30X-4.dat,959,A,X,30,4,111.5,248.2133,66.775476,265,89.855243,23.055316,96,87.520205,23.438632,93,70.837852,20.470185,75,111.5,260.24758,40.291888,267,94.141783,13.006025,96,91.776047,13.938215,94,74.329753,13.525416,76,159,278.468,279.957,304.488,305.977,305.603,21.24824,#5E5B4A
959A30X-4.dat,959,A,X,30,4,112.5,254.26467,56.166342,261.5,92.616848,19.687539,95,89.622283,19.539874,92,72.025543,17.071067,74,112.5,261.98374,35.862051,263.5,95.405269,11.939697,96,92.345291,12.204449,93,74.233184,11.826399,75,159,278.468,279.957,304.488,305.977,305.613,21.24904,#5F5C4A
959A30X-4.dat,959,A,X,30,4,113.5,246.09105,79.982981,257,89.075703,28.374495,93,86.553964,27.750728,91,70.461381,23.991745,73,113.5,264.84666,45.060245,261,95.861555,15.193786,95,93.150579,15.107011,92,75.834528,14.87476,74,159,278.468,279.957,304.488,305.977,305.623,21.24984,#5F5D4B
959A30X-4.dat,959,A,X,30,4,114.5,151.36164,124.82726,213,55.011765,45.190378,79,53.337084,43.909515,75,43.012788,35.79138,58,114.5,248.01939,43.015595,254,90.148398,14.729627,92,87.401349,14.766051,89,70.469646,13.712153,72,159,278.468,279.957,304.488,305.977,305.633,21.250639999999997,#5A5746
959A30X-4.dat,959,A,X,30,4,115.5,232.58977,73.19849,246,84.876726,25.803379,90,81.836829,25.501349,87,65.876215,22.035656,70,115.5,247.77024,46.301891,251,90.323304,15.771596,91,87.187637,15.797061,88,70.2593,14.879945,71,159,278.468,279.957,304.488,305.977,305.643,21.25144,#5A5746
959A30X-4.dat,959,A,X,30,4,116.5,245.87315,58.987588,251,89.779028,20.644683,92,86.486957,20.30772,88,69.607161,18.174666,71,116.5,252.4396,43.804905,252,92.17542,14.74248,92,88.795693,14.798409,89,71.468487,14.362730000000001,71,159,278.468,279.957,304.488,305.977,305.653,21.25224,#5C5847
959A30X-4.dat,959,A,X,30,4,117.5,254.2046,60.665898,258,91.610742,21.207422,93,89.205627,21.054267,91,73.388235,18.53402,74,117.5,263.26179,38.059928,260,94.874934,12.604021,94,92.384738,12.960718,91,76.00212,12.606702,75,159,278.468,279.957,304.488,305.977,305.663,21.253040000000002,#5E5C4C
959A30X-4.dat,959,A,X,30,4,118.5,236.63529,60.240447,245,85.348338,21.20268,88,83.285934,20.947846,86,68.001023,18.217047,70,118.5,247.36009,34.228814,248,89.208668,11.399515,89,87.059925,11.57656,87,71.091493,11.373768,71,159,278.468,279.957,304.488,305.977,305.673,21.25384,#595747
959A30X-4.dat,959,A,X,30,4,119.5,230.82609,68.009275,245,83.407161,23.921313,89,81.133504,23.723007,86,66.285422,20.48287,71,119.5,244.73967,39.941939,248,88.39837,13.403493,89,86.013043,13.754621,87,70.328261,12.905052,72,159,278.468,279.957,304.488,305.977,305.683,21.25464,#585646
959A30X-4.dat,959,A,X,30,4,120.5,224.33402,69.527624,241,81.123785,24.393,87,78.883376,24.238277,85,64.326854,21.021607,69,120.5,239.28798,40.564263,244,86.512022,13.338411,88,84.131694,13.920678,86,68.644262,13.398983,70,159,278.468,279.957,304.488,305.977,305.693,21.25544,#565444
959A30X-4.dat,959,A,X,30,4,121.5,231.95396,68.633801,245,83.862404,23.979862,89,81.761125,23.896093,87,66.330435,20.882678,70,121.5,245.24458,42.95744,248,88.624187,14.262415,90,86.444685,14.639405,87,70.175705,14.13782,71,159,278.468,279.957,304.488,305.977,305.703,21.25624,#585646
959A30X-4.dat,959,A,X,30,4,122.5,240.17187,63.175951,254,86.116624,21.384588,91,84.320716,22.169325,90,69.734527,19.80327,74,122.5,249.03301,46.217687,257,89.191693,15.230409,92,87.476571,15.98375,90,72.36475,15.184624,75,159,278.468,279.957,304.488,305.977,305.713,21.257040000000003,#595748
959A30X-4.dat,959,A,X,30,4,123.5,246.72532,65.476521,260,87.453197,22.177363,92,87.005115,22.774381,92,72.267008,20.680573,76,123.5,256.32391,47.109274,262,90.770011,15.60155,93,90.377801,16.196249,93,75.176094,15.487175,77,159,278.468,279.957,304.488,305.977,305.723,21.25784,#5A5A4B
959A30X-4.dat,959,A,X,30,4,124.5,243.50793,68.843468,256,86.812788,23.264373,91,85.786189,24.068933,90,70.908951,21.640779,74,124.5,252.94507,52.391522,258,90.085333,17.312625,92,89.1424,18.055514,91,73.717333,17.146618,75,159,278.468,279.957,304.488,305.977,305.733,21.25864,#5A5949
959A30X-4.dat,959,A,X,30,4,125.5,242.14425,99.328424,262,85.959079,34.365373,94,85.045524,34.718704,92,71.139642,30.370527,77,125.5,272.18501,55.364711,271,96.591931,17.913046,96,95.589625,19.131485,96,80.003458,18.416368,79,159,278.468,279.957,304.488,305.977,305.743,21.259439999999998,#605F50
959A30X-4.dat,959,A,X,30,4,126.5,266.33862,144.83734,333,92.971355,49.97964,117,92.870077,50.270919,117,80.497187,44.706588000000004,99,126.5,334.69375,61.443651,354,116.80722,19.795753,123,116.70535,20.722628,124,101.18117,21.075595,108,159,278.468,279.957,304.488,305.977,305.753,21.26024,#747465
959A30X-4.dat,959,A,X,30,4,127.5,238.51151,154.99973,314,83.770844,54.077645,111,83.29156,53.952867,110,71.449105,47.049266,93,127.5,330.17129,57.748829,340,115.91898,19.13181,119,115.29709,19.512403,119,98.955224,19.260108,102,159,278.468,279.957,304.488,305.977,305.763,21.261039999999998,#737362
959A30X-4.dat,959,A,X,30,4,128.5,260.11355,161.11742,347,90.486957,55.863137,121,90.151918,55.762877,120,79.47468,49.541601,106,128.5,355.80799,40.212073,362,123.76384,13.04253,126,123.32376,13.452957,125,108.72039,13.857303,111,159,278.468,279.957,304.488,305.977,305.773,21.261840000000003,#7B7B6C
959A30X-4.dat,959,A,X,30,4,129.5,293.40767,130.27614,344,102.80716,45.38365,121,101.75499,45.075211,119,88.845524,39.885977,104,129.5,346.51453,42.950217,351,121.3868,14.294002,123,120.17373,14.499883,122,104.954,14.317853,107,159,278.468,279.957,304.488,305.977,305.783,21.26264,#797868
959A30X-4.dat,959,A,X,30,4,130.5,292.32225,105.23555,327,103.22455,36.835594,116,101.97033,36.499718,115,87.127366,31.980605,97,130.5,325.14204,43.332668,332,114.77068,14.687417,117,113.39875,14.67514,116,96.972618,14.113829,99,159,278.468,279.957,304.488,305.977,305.793,21.26344,#727160
959A30X-4.dat,959,A,X,30,4,131.5,292.27826,108.92735,333,101.86598,37.367911,116,101.94629,37.895154,116,88.465985,33.765193,101,131.5,326.48797,47.947836,338,113.71478,15.614077,117,113.88832,16.405625,118,98.88488,16.080419,102,159,278.468,279.957,304.488,305.977,305.803,21.26424,#717162
959A30X-4.dat,959,A,X,30,4,132.5,263.05269,138.95775,331,92.457801,48.472952,116,91.514578,48.177142,115,79.080307,42.396302,99,132.5,328.43086,53.499274,341,115.38604,17.87798,120,114.24712,18.134112,119,98.797695,17.676973,103,159,278.468,279.957,304.488,305.977,305.813,21.26504,#737262
959A30X-4.dat,959,A,X,30,4,133.5,282.1156,124.75628,329,99.400512,43.32954,116,97.90179,42.896278,115,84.813299,38.665897,98,133.5,327.70143,58.425441,339,115.40644,19.245965,119,113.69487,19.394191,118,98.600119,19.932604,102,159,278.468,279.957,304.488,305.977,305.823,21.265839999999997,#737162
959A30X-4.dat,959,A,X,30,4,134.5,295.49872,107.81805,332,104.02404,37.527035,117,102.67621,37.204682,115,88.798465,33.222326,99,134.5,329.11416,45.322697,337,115.82934,14.969262,119,114.34989,15.087041,117,98.934932,15.48243,101,159,278.468,279.957,304.488,305.977,305.833,21.266640000000002,#737262
959A30X-4.dat,959,A,X,30,4,135.5,295.34578,109.23827,330,103.18619,37.795768,116,102.69668,37.888926,115,89.462916,33.663791,100,135.5,330.5639,42.483869,335,115.46017,13.980767,117,114.94842,14.450472,116,100.1553,14.27882,101,159,278.468,279.957,304.488,305.977,305.843,21.26744,#737264
959A30X-4.dat,959,A,X,30,4,136.5,304.90793,114.38701,347,105.78824,38.901539,121,105.97136,39.533425,121,93.148338,36.15106,106,136.5,339.34284,55.527293,355,117.65203,17.889337,123,117.95151,18.705219,123,103.7393,19.229565,109,159,278.468,279.957,304.488,305.977,305.853,21.268240000000002,#757567
959A30X-4.dat,959,A,X,30,4,137.5,296.20818,99.097396,319,103.41279,33.780781,112,103.09872,34.195521,111,89.696675,31.441691,96,137.5,322.58617,47.85676,323,112.5884,15.002199,113,112.27552,15.999161,113,97.722253,17.297871,97,159,278.468,279.957,304.488,305.977,305.863,21.26904,#707061
959A30X-4.dat,959,A,X,30,4,138.5,297.66803,94.941477,320,103.20972,32.300914,111,103.6312,32.594961,112,90.82711,30.286432,97,138.5,320.77055,48.524843,325,111.21897,15.485378,113,111.67402,15.905425,113,97.877551,17.412614,99,159,278.468,279.957,304.488,305.977,305.873,21.26984,#6F6F61
959A30X-4.dat,959,A,X,30,4,139.5,297.52276,97.071099,319,103.36113,33.317792,111,103.31611,33.357625,111,90.845524,30.544758,97,139.5,322.71088,45.932841,325,112.11154,15.005692,113,112.06326,15.126063,113,98.536071,15.99615,99,159,278.468,279.957,304.488,305.977,305.883,21.27064,#707062
959A30X-4.dat,959,A,X,30,4,140.5,314.13095,103.27021,349,108.14169,35.118659,120,109.1335,35.559011,121,96.855754,32.730509,107,140.5,340.80244,49.759196,352,117.32353,16.132268,121,118.39956,16.557646,122,105.07936,17.253534,109,159,278.468,279.957,304.488,305.977,305.893,21.27144,#757669
959A30X-4.dat,959,A,X,30,4,141.5,314.85678,105.92722,349,108.50486,35.876613,120,109.30895,36.398605,121,97.042967,33.822633,108,141.5,342.46381,53.124695,353,118.01448,16.926807,122,118.89254,17.616659,122.5,105.55679,18.767411,109,159,278.468,279.957,304.488,305.977,305.903,21.27224,#767669
959A30X-4.dat,959,A,X,30,4,142.5,322.48849,105.87351,355,110.96471,35.975758,122,111.79284,36.095015,123,99.730946,33.957108,110,142.5,348.71136,56.13234,359,119.97396,18.443685,124,120.86648,18.27759,124,107.87091,19.581641,111,159,278.468,279.957,304.488,305.977,305.913,21.27304,#77786B
959A30X-4.dat,959,A,X,30,4,143.5,318.48133,93.406262,343,109.61739,31.726601,118,111.02199,32.073499,120,97.841944,29.763879,106,143.5,339.17294,49.142006,347,116.72668,16.113477,119,118.22913,16.153497,121,104.21713,17.068184,107,159,278.468,279.957,304.488,305.977,305.923,21.27384,#747668
959A30X-4.dat,959,A,X,30,4,144.5,295.61483,78.313861,312,103.27059,26.67598,109,103.511,27.075887,109,88.833248,24.814559,94,144.5,309.79088,45.35058,314,108.22306,14.571034,110,108.47507,15.242973,110,93.092761,15.833884,95,159,278.468,279.957,304.488,305.977,305.933,21.274639999999998,#6C6C5D
959A30X-4.dat,959,A,X,30,4,145.5,284.66803,101.67793,303,99.383632,34.350637999999996,107,99.410742,35.101426,106,85.873657,32.579701,90,145.5,310.38087,59.317267,312,108.29139,18.803332,110,108.3736,20.013264,109,93.715884,20.929221,93,159,278.468,279.957,304.488,305.977,305.943,21.27544,#6C6C5D
959A30X-4.dat,959,A,X,30,4,146.5,256.0757,106.83491,280,88.516113,36.247135,97,89.391816,37.128259,98,78.167775,33.588035,85,146.5,292.21077,51.849915,286,100.93208,16.647208,100,101.98302,17.817248,100,89.295667,17.567806,87,159,278.468,279.957,304.488,305.977,305.953,21.276239999999998,#646559
959A30X-4.dat,959,A,X,30,4,147.5,263.00614,103.80801,299,91.547315,35.805788,104,91.881841,36.113801,105,79.576982,31.954766,91,147.5,298.58488,41.167528,304,103.90988,13.50076,106,104.29826,14.02325,106,90.376744,13.74381,92,159,278.468,279.957,304.488,305.977,305.963,21.277040000000003,#67685A
959A30X-4.dat,959,A,X,30,4,148.5,255.10537,111.84457,292,88.795396,38.508172,101,89.02046,38.792042,102,77.289514,34.637353,88,148.5,297.12291,46.864929,299.5,103.36337,15.448629,104,103.67721,15.709649,105,90.082339,15.847193,91,159,278.468,279.957,304.488,305.977,305.973,21.27784,#67675A
959A30X-4.dat,959,A,X,30,4,149.5,249.72737,139.20615,316,87.073146,47.878816,110,86.520716,48.010522,110,76.133504,43.401014,96,149.5,316,63.866402,331,110.01172,21.155663,115,109.47656,21.516044,115,96.511719,21.310727,101.5,159,278.468,279.957,304.488,305.977,305.983,21.27864,#6E6D60
959A30X-5.dat,959,A,X,30,5,0.5,214.94652,134.98698,293,74.37754,46.710184,102,75.157219,47.155287,103,65.411765,41.192581,89,0.5,294.98016,38.484589,302,102.07348,13.305976,104,103.13666,13.278371,105,89.770022,12.230597,92,159,279.957,281.446,305.977,307.466,305.98199999999997,21.27856,#666759
959A30X-5.dat,959,A,X,30,5,1.5,282.48128,63.7717,296,98.847059,22.152208,104,98.876471,22.168556,104,84.757754,19.526022,89,1.5,294.37235,27.490253,298,103.00669,9.2317235,104,103.0379,9.2533717,104,88.327759,9.1362396,89,159,279.957,281.446,305.977,307.466,305.99199999999996,21.279359999999997,#676758
959A30X-5.dat,959,A,X,30,5,2.5,285.40481,72.536165,301,99.85615,25.260296,105,99.582888,25.182636,105,85.965775,22.153265,91,2.5,301.28007,28.108799,302,105.40937,9.5178157,106,105.1214,9.4633667,106,90.749294,9.2507043,91,159,279.957,281.446,305.977,307.466,306.00199999999995,21.280159999999995,#69695A
959A30X-5.dat,959,A,X,30,5,3.5,254.8893,109.34872,296,89.114439,38.025994,104,88.774866,37.950703,103,77,33.413921,89,3.5,296.83489,38.789309,302,103.77757,12.887717,106,103.3838,13.063999,105,89.67352,12.900998,91,159,279.957,281.446,305.977,307.466,306.012,21.28096,#676759
959A30X-5.dat,959,A,X,30,5,4.5,246.26898,109.34943,290,85.858289,37.916338,101,86.025134,38.040767,101,74.385561,33.435331,88,4.5,290.37121,37.163718,295,101.21149,12.379352,102.5,101.41414,12.543955,103,87.745581,12.312074,89,159,279.957,281.446,305.977,307.466,306.022,21.28176,#656557
959A30X-5.dat,959,A,X,30,5,5.5,256.43957,99.57644,293,89.372193,34.496213,102,89.731551,34.732712,103,77.335829,30.408905,88,5.5,290.76699,36.251973,296,101.31978,12.098575,103,101.73847,12.371066,104,87.708738,11.919131,90,159,279.957,281.446,305.977,307.466,306.032,21.28256,#656557
959A30X-5.dat,959,A,X,30,5,6.5,247.56898,92.892053,283,86.5,32.205479,98.5,86.854011,32.397372,99,74.214973,28.389306,85,6.5,275.43955,44.648005,287,96.219178,15.118431,100,96.620608,15.277749,100,82.599762,14.439695,86,159,279.957,281.446,305.977,307.466,306.042,21.28336,#606052
959A30X-5.dat,959,A,X,30,5,7.5,224.88556,121.99291,283,79.505882,42.957016,100,78.812299,42.64162,100,66.56738,36.527927,83,7.5,286.58799,36.645438,291,101.30559,12.307912,103,100.42428,12.44269,102,84.858117,12.33825,86,159,279.957,281.446,305.977,307.466,306.05199999999996,21.284159999999996,#656454
959A30X-5.dat,959,A,X,30,5,8.5,251.52032,102.34238,290,87.717647,35.478544,101,88.358824,35.750564,102,75.44385,31.219391,87,8.5,287.75383,40.260769,295,100.34966,13.43588,103,101.08512,13.5594,103,86.319045,13.482623,89,159,279.957,281.446,305.977,307.466,306.06199999999995,21.284959999999998,#646556
959A30X-5.dat,959,A,X,30,5,9.5,281.09192,36.053125,284,98.662626,12.004055,99,98.681818,12.172658,100,83.747475,11.977487,85,9.5,281.22183,35.595679,284,98.706417,11.847839,99,98.725619,12.018649,100,83.789793,11.83153,85,159,279.957,281.446,305.977,307.466,306.072,21.28576,#626253
959A30X-5.dat,959,A,X,30,5,10.5,275.47433,63.448408,289,97.187701,21.385968,102,96.476471,21.587212,101,81.81016,20.588371,85,10.5,279.48669,55.202079,289,98.558935,18.513242,102,97.864747,18.667795,101,83.063009,18.141034,85,159,279.957,281.446,305.977,307.466,306.082,21.286559999999998,#626153
959A30X-5.dat,959,A,X,30,5,11.5,263.52406,62.385589,278,93.633155,21.124543,98,92.18984,21.444911,97,77.70107,19.9322,82,11.5,268.68542,51.881268,278,95.394866,17.490505,99,93.976516,17.765442,98,79.314036,16.755791,82,159,279.957,281.446,305.977,307.466,306.092,21.28736,#5F5D4F
959A30X-5.dat,959,A,X,30,5,12.5,263.01497,63.371469,278,92.944385,21.304164,98,92.372193,22.462655,98,77.698396,19.77384,82,12.5,269.99835,48.309001,278,95.329302,16.031936,98,94.858714,17.063859,98,79.810335,15.425387,82,159,279.957,281.446,305.977,307.466,306.102,21.288159999999998,#5F5E4F
959A30X-5.dat,959,A,X,30,5,13.5,272.97326,77.438039,295,96.787701,26.63107,105,95.239037,26.858767,103,80.946524,24.174843,88,13.5,284.21373,56.727542,298,100.69196,19.316373,105,99.186942,19.433811,104,84.334821,18.266394,88,159,279.957,281.446,305.977,307.466,306.11199999999997,21.288959999999996,#646354
959A30X-5.dat,959,A,X,30,5,14.5,271.33529,62.618879,286,97.05508,21.297346,102,94.728342,21.742695,100,79.551872,19.714149,84,14.5,277.48905,48.995344,287,99.1977,16.386657,102,96.9069,16.781206,100,81.384447,15.959712,84,159,279.957,281.446,305.977,307.466,306.12199999999996,21.289759999999998,#636051
959A30X-5.dat,959,A,X,30,5,15.5,262.2492,45.672983,269,94.595722,15.291188,97,91.845455,15.504782,94,75.808021,15.037141,78,15.5,263.8127,41.440427,269,95.134015,13.780916,97,92.387513,13.996095,94,76.291173,13.825933,78,159,279.957,281.446,305.977,307.466,306.13199999999995,21.290559999999996,#5F5C4C
959A30X-5.dat,959,A,X,30,5,16.5,276.54225,29.42977,278,99.3,9.8934046,100,96.85508,9.9134221,97,80.387166,9.7682535,81,16.5,276.54225,29.42977,278,99.3,9.8934046,100,96.85508,9.9134221,97,80.387166,9.7682535,81,159,279.957,281.446,305.977,307.466,306.142,21.29136,#636050
959A30X-5.dat,959,A,X,30,5,17.5,264.13529,36.114961,269,94.962032,12.090844,97,92.617112,12.257926,95,76.55615,11.905316,78,17.5,264.26485,35.687331,269,95.006421,11.940698,97,92.661316,12.111204,95,76.597111,11.775961,78,159,279.957,281.446,305.977,307.466,306.152,21.29216,#5F5C4C
959A30X-5.dat,959,A,X,30,5,18.5,269.37219,41.141074,277,96.186631,14.033894,99,94.311765,14.098432,97,78.873797,13.2115,81,18.5,270.00054,39.357262,277,96.400536,13.427236,99,94.528686,13.477264,97,79.071314,12.664487,81,159,279.957,281.446,305.977,307.466,306.162,21.292959999999997,#605E4F
959A30X-5.dat,959,A,X,30,5,19.5,282.34652,39.935645,286,99.997861,13.303551,101,99.008556,13.563198,100,83.340107,13.208208,84,19.5,282.74505,38.7052,286,100.1339,12.87175,101,99.14301,13.150559,100,83.468131,12.825919,84,159,279.957,281.446,305.977,307.466,306.17199999999997,21.29376,#646353
959A30X-5.dat,959,A,X,30,5,20.5,274.52941,35.468265,280,97.45508,11.907835,99,96.694118,12.057492,98,80.380214,11.672283,82,20.5,274.52941,35.468265,280,97.45508,11.907835,99,96.694118,12.057492,98,80.380214,11.672283,82,159,279.957,281.446,305.977,307.466,306.18199999999996,21.294559999999997,#616050
959A30X-5.dat,959,A,X,30,5,21.5,281.92567,35.935474,284,100.25294,11.867184,101,99.014439,12.184216,100,82.658289,12.035542,83,21.5,282.18255,35.085623,284,100.33887,11.578994,101,99.101178,11.898515,100,82.742505,11.763223,83,159,279.957,281.446,305.977,307.466,306.19199999999995,21.295359999999995,#646352
959A30X-5.dat,959,A,X,30,5,22.5,273.16257,55.870937,284,97.713369,19.122152,101,95.835294,19.47312,100,79.613904,17.430919,83,22.5,279.56493,38.59913,284,99.935342,12.989123,102,98.101918,13.199861,100,81.527671,12.598751,83,159,279.957,281.446,305.977,307.466,306.202,21.29616,#636251
959A30X-5.dat,959,A,X,30,5,23.5,272.75882,57.275209,283,97.987701,19.922492,102,95.467914,20.305631,99,79.303209,17.185593,82,23.5,280.41244,36.629784,283,100.66079,12.656318,102,98.174559,13.03341,99,81.577093,11.153159,82,159,279.957,281.446,305.977,307.466,306.212,21.29696,#646251
959A30X-5.dat,959,A,X,30,5,24.5,269.61818,52.390258,278.5,97.297326,18.048189,101,94.2,18.362721,98,78.120856,16.120843,81,24.5,274.53108,39.243409,279,99.014722,13.350016,101,95.929117,13.704997,98,79.587241,12.367587,81,159,279.957,281.446,305.977,307.466,306.222,21.297759999999997,#635F4F
959A30X-5.dat,959,A,X,30,5,25.5,263.82032,44.41742,270,96.449733,15.249394,99,92.234225,15.499381,94,75.136364,13.838173,77,25.5,266.76719,35.900005,270,97.479697,12.19832,99,93.275041,12.439371,95,76.012453,11.454907,77,159,279.957,281.446,305.977,307.466,306.23199999999997,21.29856,#615D4C
959A30X-5.dat,959,A,X,30,5,26.5,257.55775,45.560238,266,94.178075,15.466281,97,90.201604,15.772408,93,73.178075,14.458955,75,26.5,259.19817,41.250804,266,94.74475,13.943872,97,90.778137,14.228292,93,73.675283,13.223241,75,159,279.957,281.446,305.977,307.466,306.24199999999996,21.299359999999997,#5E5A49
959A30X-5.dat,959,A,X,30,5,27.5,267.1893,30.543752,269,97.251872,10.211209,98,93.376471,10.294876,94,76.560963,10.190758,77,27.5,267.1893,30.543752,269,97.251872,10.211209,98,93.376471,10.294876,94,76.560963,10.190758,77,159,279.957,281.446,305.977,307.466,306.25199999999995,21.300159999999995,#615D4C
959A30X-5.dat,959,A,X,30,5,28.5,237.59192,37.026234,240,87.542424,12.422726,88,82.994444,12.803465,84,67.055051,12.072356,68,28.5,238.46146,34.477679,240,87.844828,11.49898,88,83.298174,11.90182,84,67.318458,11.362886,68,159,279.957,281.446,305.977,307.466,306.262,21.30096,#575343
